SP500,AAPL,AMZN,FB,GOOG,MSFT
2382.3899,153.64,966.9604,148.8881,937.2398,68.065
2382.49,153.651,967.16,148.88,936.9680000000001,68.055
2382.55,153.6801,967.73,148.9593,936.86,68.059
2382.7,153.69,968.0,148.95,937.26,68.08
2383.02,153.64,967.96,148.9525,937.35,68.025
2383.0801,153.69,968.1,148.96,937.4,68.06
2382.77,153.65,968.05,148.9,937.0,68.065
2382.9399,153.64,968.33,148.85,936.7166,68.06
2382.9199,153.67,968.46,148.8301,936.7,68.06
2383.1799,153.7,968.54,148.84,936.82,68.04
2382.98,153.7901,968.38,148.9134,936.86,68.055
2382.9399,153.82,968.54,148.91,936.74,67.99
2383.27,153.815,968.69,148.9,936.6,67.97
2383.5801,153.93,968.75,148.95,936.7869999999999,67.98
2382.0801,153.97,968.77,149.0622,937.0,68.0
2382.05,153.74,968.14,148.87,936.51,67.959
2382.45,153.7665,967.95,148.93,936.48,67.945
2382.3201,153.81,967.445,148.9501,936.6903,67.9553
2383.04,153.87,967.43,148.91,936.65,67.94
2383.03,153.89,967.7139999999999,148.93,936.7,67.94
2383.4399,153.87,967.76,148.97,936.66,67.95
2383.1299,153.88,968.29,148.97,936.73,67.985
2382.79,153.7999,968.52,148.9,936.6,67.9657
2383.2,153.75,968.19,148.89,936.48,67.95
2384.3799,153.8157,968.33,148.94,936.7169,67.97
2383.8201,153.9308,968.46,149.0246,936.98,67.9846
2383.7,153.906,968.6,148.97,936.88,67.975
2383.1001,153.87,968.6426,149.01,936.73,67.97
2383.1499,153.84,968.16,148.93,936.59,67.9565
2383.0701,153.85,968.3319,148.995,936.565,67.965
2382.6699,153.78,968.32,149.03,936.69,67.95
2382.6499,153.722,968.1101,148.94,936.47,67.94
2382.71,153.65,967.9,148.93,936.65,67.94
2382.2,153.6954,968.29,148.975,936.48,67.93
2382.22,153.59,967.52,148.89,936.3,67.885
2381.8899,153.366,967.25,148.78,935.5996,67.87
2382.5,153.39,966.89,148.67,935.405,67.88
2382.29,153.47,966.2853,148.67,936.13,67.8854
2382.6001,153.46,966.6669999999999,148.51,936.02,67.88
2382.51,153.47,966.681,148.5153,935.77,67.885
2382.78,153.4165,966.79,148.47,935.07,67.895
2383.0,153.42,966.83,148.559,935.74,67.89
2383.0,153.37,967.01,148.63,935.64,67.895
2382.1699,153.32,967.11,148.64,935.41,67.875
2381.8999,153.27,966.6267,148.55,935.31,67.86
2382.3601,153.29,966.41,148.52,934.8447,67.86
2382.6201,153.37,966.67,148.64,935.225,67.8955
2382.5901,153.4143,966.5556,148.639,935.51,67.87
2382.72,153.45,966.5987,148.529,935.71,67.865
2382.29,153.4185,966.61,148.53,935.39,67.845
2382.4299,153.3534,966.71,148.55,935.06,67.845
2382.55,153.404,966.8622,148.62,935.17,67.855
2382.0,153.376,966.44,148.55,935.36,67.88
2382.0,153.3,966.385,148.475,935.11,67.875
2382.3899,153.3469,965.93,148.47,935.086,67.8686
2382.79,153.4,965.86,148.5,935.23,67.875
2382.6001,153.43,966.19,148.5,935.21,67.875
2382.76,153.36,966.22,148.45,934.92,67.84
2382.55,153.37,966.0183,148.514,935.12,67.835
2382.8501,153.32,965.7803,148.4852,935.01,67.835
2383.0601,153.3854,966.14,148.55,935.01,67.845
2383.28,153.395,966.368,148.55,935.19,67.84
2383.1001,153.38,966.4,148.5442,935.44,67.83
2383.28,153.3547,966.4128,148.46,935.26,67.84
2383.75,153.3485,966.4,148.485,935.16,67.8415
2383.4299,153.41,966.5599,148.6,935.69,67.875
2383.6299,153.37,966.51,148.67,935.605,67.86
2383.76,153.47,966.7260000000001,148.6544,935.27,67.88
2383.9099,153.46,966.91,148.6699,935.55,67.89
2383.48,153.41,966.7230000000001,148.5955,935.48,67.875
2384.0,153.411,966.54,148.6,935.618,67.88
2384.28,153.4411,967.09,148.7,935.92,67.9
2384.8501,153.56,966.72,148.78,936.14,67.91
2385.21,153.56,966.301,148.72,935.97,67.92
2385.02,153.62,966.69,148.71,936.3215,67.945
2385.05,153.582,966.48,148.68,936.11,67.9454
2384.8201,153.57,966.6099,148.67,935.98,67.955
2385.1499,153.54,966.3486,148.67,935.98,67.9399
2385.8201,153.52,966.65,148.76,936.5851,67.945
2385.3601,153.53,966.6083,148.735,936.48,67.95
2385.3301,153.4,966.5,148.72,936.5204,67.93
2385.71,153.4,966.1476,148.74,936.318,67.94
2385.5,153.52,966.84,148.72,936.63,67.95
2385.6499,153.49,966.6,148.72,936.18,67.9533
2385.8,153.49,966.7,148.7166,936.3,67.955
2385.73,153.51,966.8291,148.69,936.44,67.9619
2385.6899,153.44,966.68,148.62,936.13,67.95
2385.46,153.46,966.4107,148.61,936.1761,67.975
2384.71,153.44,966.02,148.5444,935.8207,67.95
2384.6699,153.3601,965.58,148.55,935.95,67.92
2384.9099,153.44,965.66,148.546,935.7,67.93
2384.8701,153.47,965.99,148.6,935.88,67.9412
2385.26,153.455,966.02,148.58,935.88,67.94
2385.3301,153.4963,966.1,148.61,936.35,67.955
2385.29,153.48,966.17,148.63,936.2003,67.9454
2385.28,153.504,966.0349,148.6207,936.27,67.945
2385.4299,153.4944,965.9407,148.62,936.32,67.96
2385.3401,153.48,965.93,148.59,936.5174,67.935
2385.5,153.45,965.9,148.52,936.3244,67.93
2385.6201,153.47,965.48,148.525,936.3243,67.935
2385.48,153.4817,965.35,148.51,936.16,67.955
2385.5701,153.48,965.3913,148.5018,936.13,67.9299
2385.3701,153.5,965.66,148.5275,936.08,67.9165
2385.98,153.4901,965.6110000000001,148.495,936.091,67.9
2386.26,153.63,966.05,148.505,936.31,67.9
2387.1899,153.6229,966.12,148.53,936.28,67.9
2386.8701,153.72,966.69,148.62,936.5,67.9174
2386.76,153.67,966.8,148.6256,936.76,67.9
2386.8,153.63,966.79,148.63,936.75,67.9052
2386.6799,153.5999,966.9,148.615,936.62,67.89
2386.55,153.64,967.04,148.605,936.32,67.9
2386.4199,153.6061,967.25,148.5953,936.44,67.8864
2386.1699,153.5846,967.25,148.5912,936.2986,67.88600000000001
2386.27,153.5753,967.12,148.59,936.4019999999999,67.895
2386.29,153.5756,967.14,148.57,936.48,67.9
2386.3401,153.55,966.8293,148.59,936.3877,67.885
2386.28,153.56,967.05,148.656,936.3877,67.905
2386.24,153.5299,966.96,148.67,936.3877,67.885
2386.51,153.48,967.1317,148.64,936.5,67.895
2386.3999,153.4949,967.2,148.615,936.5,67.895
2386.6799,153.47,967.29,148.61,936.08,67.89
2386.8301,153.56,967.63,148.6,936.08,67.8999
2386.9399,153.55,967.71,148.59,936.38,67.895
2387.01,153.56,967.79,148.66,936.59,67.895
2387.1201,153.57,967.7944,148.665,936.68,67.9
2387.4099,153.55,967.9111,148.64,936.44,67.9
2387.54,153.6,968.0125,148.73,936.45,67.905
2387.79,153.59,968.0752,148.69,936.42,67.9
2388.0,153.6399,967.6089,148.715,936.23,67.915
2387.6799,153.66,967.38,148.81,936.54,67.91
2387.6699,153.655,967.5,148.83,936.525,67.9254
2387.21,153.63,967.66,148.75,936.35,67.91
2386.9199,153.6499,967.735,148.69,935.99,67.915
2386.8999,153.6467,967.3843,148.69,936.05,67.9
2387.1201,153.6801,968.09,148.81,936.06,67.8945
2386.46,153.6791,968.2,148.8,936.41,67.895
2386.5701,153.61,967.71,148.8,936.4835,67.865
2385.3101,153.6416,967.8142,148.815,936.48,67.8975
2385.5701,153.555,967.0277,148.744,935.83,67.855
2385.0901,153.58100000000002,967.03,148.76,936.29,67.865
2385.48,153.5205,967.43,148.72,936.34,67.85
2385.22,153.5701,967.46,148.71,936.29,67.85
2385.78,153.54,967.395,148.72,936.01,67.845
2385.3899,153.5641,967.4801,148.79,936.17,67.84
2385.6699,153.546,967.5628,148.77,936.25,67.81
2386.1499,153.58,967.63,148.79,935.7,67.8
2385.98,153.6353,967.715,148.835,936.0,67.805
2386.02,153.57,967.62,148.82,936.01,67.805
2385.77,153.54,967.7610000000001,148.79,936.02,67.8
2385.8101,153.52,967.9165,148.73,936.01,67.8
2386.23,153.515,968.153,148.73,936.19,67.8
2386.2,153.5314,968.28,148.74,936.27,67.8
2386.29,153.53,968.17,148.75,936.33,67.805
2386.3899,153.52,968.21,148.76,936.23,67.805
2386.1299,153.52,968.4299,148.81,936.31,67.8
2386.3301,153.5137,967.7197,148.74,936.0,67.795
2386.24,153.515,967.91,148.7775,935.8268,67.8
2386.23,153.52,967.81,148.76,936.1,67.77
2386.02,153.5282,968.0,148.7569,936.03,67.77
2386.26,153.517,968.03,148.73,935.91,67.77
2386.55,153.55,967.8322,148.77,935.91,67.775
2386.0601,153.5872,967.95,148.78,936.33,67.77
2386.24,153.55,967.75,148.755,936.12,67.76
2385.75,153.59,967.6356,148.76,936.28,67.76
2385.3701,153.58,967.3782,148.745,936.08,67.765
2385.1899,153.6,967.47,148.6945,936.06,67.76
2385.3899,153.58,967.23,148.72,935.93,67.79
2385.5801,153.59,967.34,148.71,935.9,67.795
2385.6201,153.621,967.41,148.6499,935.47,67.795
2385.75,153.63,967.4,148.65,935.86,67.79
2385.6299,153.6,967.31,148.64,935.86,67.795
2385.51,153.59,967.69,148.64,935.65,67.7955
2385.1499,153.5918,967.6213,148.624,935.63,67.755
2385.3401,153.54,967.15,148.59,935.63,67.745
2385.22,153.5563,967.3534,148.59,935.69,67.74
2385.3301,153.55,967.46,148.59,935.71,67.7499
2385.4399,153.58,967.3884,148.6168,935.92,67.75
2385.8401,153.5869,967.63,148.6,935.97,67.745
2385.9299,153.55,967.68,148.65,936.03,67.755
2385.9299,153.5752,967.62,148.6264,935.99,67.755
2385.8701,153.556,967.36,148.65,935.93,67.74
2385.8201,153.55,967.3,148.64,935.93,67.72
2385.96,153.53,967.3431,148.6557,935.82,67.7338
2385.6399,153.5343,967.4328,148.686,935.97,67.745
2385.95,153.52,967.34,148.63,935.77,67.735
2386.1001,153.55,967.265,148.65,935.77,67.75
2386.0,153.5582,967.265,148.6602,935.71,67.75
2386.1899,153.5331,967.29,148.6458,935.71,67.745
2386.1799,153.5599,967.17,148.67,935.82,67.75
2386.1699,153.56,967.01,148.655,935.74,67.75
2386.1699,153.56,967.02,148.651,935.74,67.75
2386.22,153.56,966.9,148.6333,935.67,67.725
2386.22,153.57,966.71,148.65,935.8,67.7499
2386.47,153.575,966.8444,148.6665,935.65,67.74
2386.8999,153.585,967.28,148.7,935.69,67.745
2387.3101,153.605,967.55,148.71,935.84,67.75
2386.49,153.6499,967.7047,148.735,936.0,67.75
2385.8899,153.55,967.58,148.7,935.97,67.7343
2385.98,153.49,967.58,148.66,935.55,67.7244
2386.1101,153.43,967.55,148.6992,935.7230000000001,67.765
2386.0901,153.48,967.5,148.645,935.9,67.785
2385.6299,153.44,967.33,148.64,935.91,67.8
2385.73,153.36,967.02,148.6,935.66,67.74
2385.73,153.365,967.28,148.59,935.74,67.74
2385.54,153.375,967.28,148.585,935.7,67.75
2385.6599,153.33,967.17,148.622,935.79,67.74
2386.1001,153.31,967.33,148.615,935.74,67.76
2386.1899,153.37,967.3192,148.6099,935.83,67.755
2386.21,153.4,967.37,148.635,935.81,67.76
2386.25,153.38,967.52,148.65,935.94,67.755
2386.4099,153.395,967.65,148.66,935.97,67.755
2386.3999,153.43,967.79,148.72,936.04,67.73
2386.47,153.41,967.89,148.73,936.25,67.74
2386.4199,153.4238,967.95,148.745,936.36,67.745
2386.46,153.41,967.9618,148.7099,936.45,67.745
2386.3999,153.41,967.82,148.7,936.35,67.745
2385.8,153.41,967.5777,148.74,936.3357,67.745
2386.1001,153.34,967.14,148.67,936.01,67.7
2386.6001,153.4,967.15,148.7,936.34,67.74
2386.3,153.33,967.23,148.7148,936.46,67.7455
2386.53,153.34,967.29,148.7199,936.21,67.755
2386.6799,153.32,967.25,148.72,936.4,67.77
2386.6499,153.31,967.545,148.77,936.36,67.76
2386.98,153.3,967.18,148.74,936.04,67.78
2387.6101,153.3289,967.27,148.735,936.04,67.795
2387.48,153.3454,967.65,148.77,936.1401,67.83
2387.5,153.375,967.5,148.74,936.4,67.815
2387.47,153.43,967.05,148.715,936.44,67.83
2387.3999,153.394,967.23,148.7,936.5587,67.83
2387.6599,153.4101,967.3499,148.69,936.46,67.82
2387.73,153.44,967.32,148.71,936.63,67.84
2388.21,153.47,967.36,148.7799,936.58,67.85
2388.9399,153.51,967.55,148.78,936.64,67.885
2388.53,153.5052,967.66,148.78,936.89,67.895
2388.4399,153.471,967.4110000000001,148.745,936.71,67.889
2388.6799,153.46,967.33,148.73,936.54,67.88
2388.77,153.4773,967.59,148.73,936.615,67.89
2388.98,153.48,967.65,148.7874,936.77,67.895
2388.45,153.4737,967.41,148.785,936.8,67.91
2388.23,153.48,967.15,148.73,936.42,67.895
2388.0901,153.46,967.24,148.74,936.59,67.885
2388.01,153.44,967.3,148.745,936.42,67.895
2388.2,153.44,967.29,148.7256,936.4989999999999,67.875
2388.21,153.47,967.2,148.735,936.19,67.89
2388.1201,153.41,967.1699,148.74,936.51,67.885
2388.46,153.4544,966.97,148.73,936.5,67.885
2387.72,153.49,966.965,148.74,936.67,67.905
2387.8201,153.45,966.6160000000001,148.71,936.69,67.87
2388.0801,153.485,966.41,148.7,936.5728,67.885
2387.49,153.48,966.59,148.68,936.5728,67.885
2387.21,153.43,966.46,148.638,936.42,67.87
2387.1499,153.37,966.01,148.59,936.42,67.86
2386.8701,153.4,965.96,148.57,936.36,67.87
2386.6101,153.35,965.83,148.55,936.12,67.87
2386.6299,153.3,965.57,148.53,936.22,67.88
2386.5601,153.32,965.63,148.54,936.13,67.875
2386.21,153.3356,965.29,148.545,935.86,67.885
2386.3601,153.29,965.0639,148.51,935.58,67.8601
2384.99,153.32,965.02,148.51,935.53,67.9
2384.73,153.23,964.4,148.48,934.64,67.86
2384.49,153.235,964.28,148.45,934.8,67.855
2381.5701,153.1654,964.22,148.4007,934.83,67.835
2382.6799,153.04,963.1582,148.2001,933.95,67.755
2380.9199,153.06,963.47,148.2,934.46,67.775
2381.8899,152.9255,963.28,148.1888,934.005,67.725
2382.3301,153.0156,963.81,148.2126,934.3231,67.76
2382.1799,153.02200000000002,963.9458,148.2275,934.75,67.77
2382.8799,152.905,963.959,148.2,934.78,67.78
2383.1699,152.925,963.67,148.205,934.72,67.82
2382.21,152.975,963.8069,148.21,934.51,67.8215
2381.97,152.84,963.53,148.16,934.4768,67.8
2381.27,152.82,963.28,148.165,934.69,67.77
2381.6499,152.724,962.94,148.118,934.455,67.755
2380.9099,152.7854,962.64,148.08,934.38,67.75
2380.73,152.74,961.75,148.06,934.14,67.715
2381.27,152.74,961.77,148.15,934.14,67.72
2381.47,152.79,961.91,148.2,934.15,67.73
2381.29,152.83,962.37,148.18,934.0,67.7299
2382.3601,152.8436,962.6952,148.18,934.02,67.735
2382.28,152.99,963.22,148.32,934.16,67.755
2381.75,152.96,963.47,148.34,934.4,67.7399
2380.8501,152.96,963.67,148.3,934.085,67.72
2379.5601,152.85,963.54,148.26,934.0,67.71
2379.96,152.72,963.26,148.21,933.58,67.685
2379.96,152.7,963.48,148.25,933.56,67.6754
2380.03,152.69,963.82,148.25,933.63,67.67
2380.28,152.71,963.83,148.28,933.94,67.675
2379.98,152.6999,963.68,148.25,933.87,67.65
2379.9099,152.6846,963.53,148.2,933.58,67.6257
2379.96,152.6432,963.16,148.16,933.3812,67.6265
2381.3899,152.68,963.34,148.15,933.32,67.64
2381.8501,152.78,963.76,148.24,933.57,67.67
2381.3601,152.91,964.13,148.27,934.14,67.685
2381.6299,152.89,963.97,148.25,933.9964,67.68
2381.3501,152.85,963.9,148.2435,934.27,67.6951
2380.3,152.86,963.73,148.2301,934.3208,67.67
2379.8799,152.85,963.03,148.17,933.76,67.64
2379.95,152.74,962.2364,148.18,933.52,67.615
2380.1899,152.7,962.52,148.14,933.56,67.585
2380.0601,152.7,962.82,148.14,934.05,67.61
2380.7,152.69,962.185,148.05100000000002,933.81,67.5999
2380.3401,152.7899,962.362,148.07,933.85,67.6354
2381.3,152.74,962.29,148.09,934.02,67.67
2381.53,152.84,962.1101,148.215,934.08,67.695
2381.5601,152.93,962.0,148.19,934.14,67.7
2381.05,152.9516,961.5989999999999,148.18,933.96,67.705
2380.75,152.91,960.92,148.13,933.86,67.7
2380.8701,152.905,960.86,148.13,933.9,67.68
2381.45,152.961,961.42,148.14,933.9,67.65
2380.6699,152.99,961.42,148.12,933.87,67.68
2381.23,152.9199,960.85,148.09,933.7299,67.66
2381.5,152.95,960.97,148.13,933.68,67.665
2381.5,153.06,959.84,148.06,934.01,67.69
2387.4299,154.035,963.89,148.12,935.0,67.69
2388.9199,154.0289,963.47,148.15,935.39,67.51
2388.53,154.09,964.59,148.22,936.76,67.7
2389.23,154.3,966.375,148.225,936.74,67.735
2389.3401,154.29,965.67,148.2916,937.06,67.77
2389.48,154.299,967.0,148.41,937.2128,67.79
2389.8701,154.18,968.36,148.52,937.83,67.78
2389.71,154.13,968.6228,148.46,937.5,67.75
2390.22,154.13299999999998,968.89,148.4899,939.42,67.76
2390.74,154.16,968.9899,148.35,938.8275,67.755
2390.98,154.24,968.53,148.25,938.53,67.8
2390.4399,154.321,968.71,148.342,939.03,67.81
2390.8201,154.3746,968.21,148.2192,938.54,67.83
2390.9199,154.38,968.49,148.01,938.45,67.87
2391.24,154.36,968.57,147.855,938.26,67.8955
2391.8799,154.4,968.87,147.85,938.558,67.885
2392.0601,154.46,969.0,147.895,938.4555,67.904
2391.73,154.483,969.18,147.91,939.035,67.92
2391.9299,154.5212,969.52,147.8901,938.71,67.91
2391.77,154.45,969.93,147.8,938.85,67.9
2391.52,154.33,969.76,147.87,939.14,67.94
2391.4399,154.2801,969.9604,147.95,939.43,67.935
2391.6299,154.07,970.0,148.14,940.02,67.97
2391.1399,154.04,970.06,148.1359,940.52,67.98
2390.9299,153.91,970.38,148.095,940.21,67.94
2391.01,153.97,970.66,148.0,939.9583,67.935
2390.3601,153.94,970.1388,148.0901,939.6,67.9301
2390.47,153.825,970.2,148.01,939.97,67.96
2390.79,153.73,970.0,147.985,940.55,67.9746
2391.3101,153.79,969.88,148.0101,940.69,67.99
2390.9199,153.71,970.06,148.04,940.9,68.0
2391.1599,153.7699,970.25,148.12,941.11,68.01
2391.3101,153.7859,970.28,148.23,941.2,68.035
2391.54,153.6005,969.75,148.15,940.89,68.04
2391.97,153.59,969.71,148.02,940.1501,68.0597
2392.3101,153.47,969.41,147.99,939.7761,68.07
2392.1101,153.43,968.9201,147.86,939.11,68.07
2391.1899,153.3,969.285,147.855,938.91,68.05
2391.25,153.1878,969.0,147.8,938.18,68.02
2390.9099,153.15,968.92,147.75,937.81,67.995
2391.02,153.0701,968.7548,147.74,938.33,67.98
2390.5801,153.196,968.76,147.74,938.7,67.995
2390.1899,153.3447,968.9,147.855,939.54,68.03
2389.78,153.26,968.9024,147.8,939.8555,68.005
2389.8999,153.17,968.74,147.76,939.8352,68.0
2390.0701,153.0859,968.5,147.78,939.2,68.01
2390.01,153.219,968.57,147.75,938.93,68.0111
2389.97,153.2,968.47,147.75,939.2280000000001,68.02
2389.9199,153.2025,968.03,147.8,939.2836,68.02
2390.1201,153.31,967.955,147.8001,939.2310000000001,68.02
2389.9399,153.36,967.64,147.83,940.0,68.035
2389.3701,153.339,968.09,147.86,939.7,68.065
2389.5,153.3501,967.585,147.77,938.75,68.02
2389.5,153.2777,967.49,147.81,938.67,68.025
2389.49,153.4072,967.625,147.91,939.3,68.05
2389.3301,153.43,967.74,147.98,939.71,68.075
2389.29,153.53,967.3,147.93,939.66,68.09
2389.3101,153.376,967.3,147.914,939.1,68.08
2389.53,153.33,967.23,147.92,939.03,68.0944
2390.1899,153.35,967.5,147.9548,939.085,68.12
2390.6699,153.39,967.85,148.13,938.94,68.15
2389.6799,153.39,968.47,148.17,939.5,68.19
2390.25,153.27,968.38,148.07,938.85,68.12
2389.6399,153.3,968.75,148.1176,939.01,68.12
2388.53,153.295,969.05,148.11,939.24,68.14
2388.6299,153.1264,968.86,148.03799999999998,938.58,68.11
2388.1001,153.08,968.41,148.025,938.93,68.13
2388.3,152.955,968.195,147.99,938.71,68.1
2388.6699,152.95,968.35,147.98,938.75,68.1
2389.3899,152.98,968.5,148.011,939.38,68.1274
2388.6499,153.18,968.67,148.0799,939.24,68.13
2388.96,153.1007,968.87,148.02,938.96,68.09
2388.73,153.21,969.23,148.0748,939.02,68.125
2388.8799,153.3403,969.28,148.0228,939.06,68.12
2389.1499,153.3301,968.9982,147.97,938.845,68.12
2389.2,153.38,969.1272,147.9633,938.4084,68.11
2389.0701,153.36,969.0,147.946,938.17,68.1
2388.3401,153.45,968.81,148.0301,938.17,68.12
2387.8899,153.38,968.81,147.9958,937.83,68.09
2387.04,153.2941,968.55,147.96,937.5,68.07
2387.25,153.21,968.465,147.93,937.699,68.05
2386.9399,153.22,968.32,147.92,937.16,68.06
2387.45,153.15,968.2,147.9344,937.11,68.0533
2387.4299,153.2003,968.43,147.93,937.2996,68.06
2387.8101,153.25,968.721,147.9235,937.69,68.06
2387.4399,153.2776,969.0599,147.9667,937.8901,68.0783
2387.6599,153.26,968.81,147.87,938.197,68.079
2388.03,153.23,968.75,147.8633,937.83,68.085
2388.1001,153.245,968.93,147.9088,938.26,68.085
2388.1799,153.21,968.79,147.925,938.58,68.085
2387.6399,153.18,968.86,147.9,938.64,68.09
2388.1101,153.23,968.525,147.93,938.27,68.09
2388.0901,153.23,968.74,147.98,938.44,68.1246
2387.8701,153.19,968.43,147.95,938.69,68.1226
2387.99,153.1564,968.56,147.905,938.8499,68.12
2388.28,153.14,968.39,147.8835,938.54,68.12
2388.1299,153.18,968.65,147.92,938.28,68.13
2388.2,153.2107,968.6,147.93,938.37,68.12
2388.25,153.36,968.76,147.98,938.19,68.15
2388.3401,153.38,968.77,147.95,938.68,68.145
2388.1899,153.34,969.16,147.925,938.47,68.14
2387.99,153.3387,969.01,147.85,938.4,68.125
2387.79,153.3,968.9,147.8231,938.395,68.11
2388.1201,153.29,968.84,147.81,938.55,68.09
2388.1001,153.4,969.3191,147.826,939.0,68.11
2388.2,153.3899,969.33,147.815,939.23,68.12
2388.4099,153.39,969.49,147.805,939.37,68.115
2388.77,153.38,969.4504,147.82,939.44,68.12
2388.9399,153.3998,969.3704,147.81,939.77,68.1101
2389.74,153.45,969.45,147.86,940.2014,68.125
2389.77,153.5,969.57,147.951,940.355,68.175
2389.3501,153.52,969.67,147.91,939.93,68.165
2389.47,153.52,969.61,147.9192,939.845,68.15
2390.25,153.5301,969.43,147.91,939.88,68.1625
2390.3501,153.57,969.7,147.92,939.94,68.18
2389.9299,153.58,969.54,147.935,940.2,68.19
2390.4099,153.5348,969.6,147.95,940.09,68.17
2390.1201,153.64,969.66,147.96,940.305,68.17
2390.1399,153.62,969.48,147.93,940.0,68.175
2390.25,153.66,969.69,147.96,940.0,68.19
2390.54,153.6,969.51,147.94,939.79,68.18
2390.5701,153.67,969.6,147.9001,939.66,68.1975
2390.3799,153.6408,969.545,147.87,939.61,68.1944
2390.1799,153.6566,969.3380000000001,147.88,939.58,68.18
2390.5901,153.63,968.7743,147.83,939.79,68.185
2390.28,153.703,969.0947,147.8442,939.78,68.23
2390.1299,153.745,969.21,147.8744,939.61,68.23
2389.96,153.725,969.33,147.845,939.65,68.24
2390.04,153.71,969.01,147.8242,939.31,68.25
2390.21,153.7,968.93,147.7591,939.31,68.255
2390.5601,153.7401,968.74,147.77,939.05,68.275
2390.01,153.77,968.6310000000001,147.78,939.5604,68.2499
2390.3101,153.6801,968.42,147.77,939.58,68.22
2390.0901,153.73,968.85,147.791,939.58,68.21
2389.74,153.72,968.9010000000001,147.8,939.59,68.2
2389.8,153.6844,968.9,147.77,939.79,68.195
2389.9299,153.6972,968.91,147.78,939.79,68.21
2389.7,153.65,968.865,147.825,939.81,68.22
2389.76,153.69,968.88,147.815,939.684,68.2199
2389.5801,153.68,968.82,147.79,939.91,68.2156
2389.71,153.6401,969.1,147.7903,939.9237,68.215
2389.6499,153.67,969.07,147.79399999999998,939.9779,68.215
2389.72,153.6,969.21,147.79,940.05,68.24
2390.02,153.549,969.21,147.81,940.3,68.235
2390.1499,153.52,969.4,147.85,940.48,68.2365
2390.1299,153.52,969.3208,147.835,940.3476,68.24
2390.47,153.5677,969.38,147.84,940.5,68.26
2390.3799,153.5985,969.29,147.83,940.4,68.28
2390.75,153.619,969.155,147.815,940.31,68.275
2391.25,153.59,969.23,147.81,940.46,68.28
2391.1899,153.6657,969.3,147.89,940.7,68.29
2391.3601,153.71,969.65,147.9,940.61,68.265
2391.46,153.66,969.795,147.878,940.68,68.2542
2391.8401,153.6558,969.89,147.83,940.0,68.2246
2391.4199,153.689,969.88,147.9,940.2154,68.22
2391.0801,153.63,969.5876,147.8561,939.57,68.2
2391.46,153.65,969.3796,147.82,939.23,68.195
2391.0601,153.68,969.5,147.88,939.705,68.19
2391.53,153.65,969.45,147.82,939.34,68.1892
2391.4399,153.685,969.67,147.86,939.5,68.19
2391.47,153.649,969.585,147.8162,939.36,68.1767
2391.9199,153.655,969.95,147.836,939.19,68.178
2392.8899,153.65,969.9658,147.85,939.16,68.19
2393.1499,153.74,970.36,147.9501,939.53,68.23
2393.05,153.82,970.2701,148.0,939.65,68.24
2394.3,153.7893,970.4,148.04,939.33,68.22
2394.4099,153.8646,970.6,148.08,940.26,68.27
2393.8201,153.85,970.345,148.1,940.12,68.24
2393.9399,153.86,970.0,148.0716,940.02,68.23
2393.71,153.885,970.07,148.1,940.02,68.25
2393.8101,153.84,970.17,148.14,940.26,68.25
2393.49,153.8362,970.02,148.13,940.61,68.259
2393.22,153.8108,969.845,148.11,940.5108,68.245
2393.23,153.8038,969.61,148.05,940.04,68.23
2393.3,153.827,969.55,148.1,940.2,68.23
2393.6499,153.855,969.78,148.1007,940.44,68.2348
2393.76,153.87,970.34,148.15,940.88,68.25
2393.47,153.8801,970.27,148.24,941.0,68.245
2393.46,153.88,970.21,148.21,941.05,68.245
2393.3201,153.8647,970.1097,148.2004,940.9814,68.24
2393.3,153.8573,970.26,148.1611,940.755,68.2553
2393.27,153.83,969.975,148.19,940.755,68.255
2393.3501,153.81,970.17,148.2007,940.68,68.23
2393.53,153.83,970.27,148.19,940.8,68.255
2393.21,153.84,970.18,148.1995,940.41,68.25
2393.04,153.83,970.05,148.17,940.25,68.25
2393.0901,153.8,969.95,148.19,940.3172,68.265
2393.0601,153.77,969.77,148.16,940.28,68.27
2392.98,153.7601,969.52,148.1852,940.28,68.2661
2393.0701,153.7733,969.46,148.17,940.06,68.265
2393.1399,153.81,969.35,148.1561,939.773,68.27
2393.1799,153.8,969.6294,148.185,939.615,68.235
2393.3,153.83,969.58,148.1752,939.58,68.2469
2393.29,153.84,969.3268,148.19,939.72,68.2543
2393.3301,153.84,969.35,148.19,940.0,68.25
2393.2,153.8569,969.42,148.1839,939.81,68.245
2393.2,153.88,969.57,148.17,939.81,68.2599
2393.3601,153.8762,969.55,148.1415,940.11,68.26
2393.1499,153.935,969.8673,148.145,940.1,68.2548
2393.3899,153.93,969.81,148.12,939.95,68.25
2393.1399,153.95,969.74,148.13,940.15,68.265
2393.04,153.935,969.72,148.0952,940.16,68.25
2393.1299,153.9697,969.73,148.1438,940.38,68.25
2393.0,153.92,969.495,148.12,940.41,68.265
2393.1201,153.9133,969.27,148.11,940.225,68.2625
2393.1001,153.94,969.42,148.145,940.5,68.2674
2393.1101,153.92,969.3,148.12,940.105,68.26
2392.7,153.9425,969.2,148.09,940.31,68.255
2392.48,153.97,969.0,148.09,940.2346,68.24
2392.4099,153.98,968.72,148.095,940.19,68.22
2392.5901,153.9574,968.7601,148.11,940.22,68.2205
2392.6599,153.97,969.02,148.11,940.22,68.22
2392.3999,153.935,968.91,148.1,940.12,68.227
