SP500,AAPL,AMZN,FB,GOOG,MSFT
2452.3501,146.38,994.85,152.66,956.5,70.685
2452.4299,146.425,994.27,152.67,956.845,70.685
2452.9399,146.49,995.27,152.78,957.72,70.8
2452.8501,146.49,994.88,152.72,957.87,70.8
2453.3601,146.44,994.84,152.74,958.12,70.775
2453.4099,146.4593,995.34,152.74,958.04,70.795
2453.3701,146.48,995.96,152.76,958.51,70.82
2452.6499,146.45,995.6,152.73,958.35,70.82
2452.52,146.41,994.9,152.67,957.67,70.79
2451.9099,146.3861,994.54,152.6899,957.58,70.77
2452.26,146.3001,994.36,152.68,957.12,70.765
2453.01,146.2701,994.39,152.675,956.93,70.755
2453.01,146.34,995.17,152.87,957.37,70.87
2448.3,146.85,997.91,152.89,958.04,70.82
2446.9099,146.43,996.1486,152.86,958.21,70.75
2448.1001,145.92,993.29,152.65,956.56,70.71
2447.9099,145.982,994.49,152.75,956.82,70.74
2447.45,145.985,995.45,152.765,956.6438,70.68
2447.4299,145.73,995.0686,152.62,954.42,70.521
2446.97,145.79,995.0,152.66,955.13,70.56
2447.22,145.785,995.425,152.77,955.26,70.61
2448.54,145.66,994.0,152.7,954.885,70.5801
2448.4199,145.74,995.495,152.7,954.45,70.62
2448.4199,145.83,996.06,152.86,956.5,70.61
2449.0801,145.87,996.49,153.1,956.4784,70.715
2448.53,145.9299,996.99,153.1,957.38,70.73
2448.0801,145.91,995.38,153.1,956.69,70.735
2448.3701,145.95,996.1377,153.06,956.51,70.72
2447.6101,145.92,996.91,153.11,957.0,70.76
2447.6101,145.9542,996.85,153.1501,955.99,70.7156
2447.28,146.02,997.9,153.12,955.45,70.65
2447.1101,145.89,997.65,153.25,957.06,70.63
2446.25,145.785,997.7,153.2211,957.63,70.75
2446.27,145.62,997.305,152.95,955.5,70.62
2446.1001,145.55,996.7858,152.91,956.31,70.63
2446.6899,145.55,996.15,152.87,955.6814,70.5811
2446.47,145.56,997.83,153.0083,955.4004,70.65
2446.1899,145.55,998.31,153.145,956.32,70.66
2445.55,145.666,998.335,153.24,957.6833,70.65
2445.23,145.62,997.9,153.27,957.56,70.61
2445.6001,145.55,997.205,153.3,957.3868,70.56
2445.04,145.55,997.6,153.39,957.22,70.59
2444.8,145.4038,995.75,153.23,956.18,70.56
2444.5601,145.425,995.62,153.21,956.805,70.6
2444.5,145.3,996.0417,152.95,955.41,70.53
2444.52,145.3219,995.84,152.87,955.36,70.53
2445.0601,145.35,995.211,152.83,954.95,70.52
2445.45,145.36,996.39,152.93,955.04,70.52
2445.49,145.5392,996.645,153.04,956.59,70.58
2445.8999,145.5959,996.795,153.02,957.1298,70.59
2446.3601,145.65,996.67,152.9697,956.89,70.595
2446.4199,145.7,996.99,153.05,957.38,70.63
2446.21,145.67,997.2221,153.07,957.77,70.5801
2446.4099,145.69,997.44,152.98,957.93,70.5901
2446.4399,145.67,998.2441,152.93,957.77,70.595
2446.1299,145.63,998.92,153.0,958.26,70.6
2445.9099,145.47,998.61,152.89,957.99,70.575
2446.0801,145.4,999.62,152.84,957.78,70.61
2445.97,145.4359,999.8018,152.93,958.14,70.59
2446.8999,145.3645,999.59,152.936,958.36,70.62
2447.3401,145.55,1000.86,153.1,959.0,70.71
2447.5,145.59,1000.66,153.16,959.395,70.69
2447.3101,145.631,1001.21,153.15,959.35,70.6857
2447.0701,145.63,1001.273,153.14,959.69,70.67
2446.78,145.57,1001.32,153.195,959.9,70.689
2447.0701,145.47,1000.43,153.18,960.49,70.72
2447.02,145.58,1001.6694,153.21,960.4960000000001,70.73
2446.6399,145.55,1001.18,153.28,960.96,70.71
2446.8799,145.52,1001.155,153.2001,960.48,70.67
2446.1399,145.56,1001.39,153.204,960.28,70.68
2446.1899,145.43,1000.68,153.14,959.17,70.6
2445.97,145.4099,1000.36,153.115,960.0,70.605
2445.3701,145.39,999.7205,153.09,959.0,70.59
2445.49,145.3818,999.164,153.09,958.52,70.532
2445.1399,145.4,999.28,153.18,958.16,70.57
2445.9099,145.44,999.48,153.17,958.1,70.56
2445.97,145.56,1001.33,153.34,958.5102,70.56
2446.1399,145.52,1001.44,153.35,958.71,70.555
2446.25,145.545,1001.576,153.31,958.38,70.56
2446.05,145.5699,1002.53,153.34,959.2238,70.575
2445.51,145.555,1001.6771,153.35,958.63,70.545
2445.1001,145.435,1001.2924,153.3,958.78,70.5301
2445.78,145.41,1001.36,153.3,958.06,70.5
2446.1599,145.59,1001.87,153.39,958.62,70.5
2446.03,145.605,1002.59,153.36,958.6324,70.495
2446.0701,145.6658,1002.7882,153.37,958.59,70.495
2446.1201,145.7,1002.58,153.35,958.85,70.505
2446.8899,145.72,1002.65,153.38,959.21,70.49
2446.8301,145.764,1003.74,153.41,959.71,70.569
2446.6399,145.783,1003.7562,153.3801,959.11,70.5345
2446.8999,145.7799,1003.2193,153.33,959.27,70.51
2447.5601,145.8849,1003.9995,153.39,959.67,70.5343
2447.6201,145.99,1004.52,153.53,961.25,70.59
2447.5701,145.98,1004.0301,153.5,960.88,70.57
2447.6599,145.95,1004.15,153.57,960.65,70.51
2447.3799,145.925,1004.19,153.56,961.09,70.51
2447.3501,145.84799999999998,1004.53,153.66,960.8517,70.4801
2447.3999,145.83,1004.3057,153.7507,961.2,70.495
2446.8101,145.8416,1004.79,153.781,961.29,70.49
2446.8401,145.765,1003.7954,153.7,960.64,70.45
2446.78,145.8116,1003.4860000000001,153.7623,961.25,70.49
2446.9099,145.8599,1003.6234,153.75,960.99,70.47
2447.1201,145.9199,1003.75,153.8101,961.33,70.47
2446.8,145.9342,1003.5110000000001,153.78,960.6725,70.45
2446.6599,145.85,1002.8531,153.74,960.05,70.43
2446.7,145.79,1002.25,153.69,960.25,70.42
2446.6799,145.75,1001.79,153.66,959.84,70.42
2446.53,145.715,1001.5,153.62,959.61,70.3964
2446.6799,145.76,1001.8,153.66,959.75,70.3642
2446.4399,145.7,1001.99,153.61,959.17,70.36
2446.25,145.63,1001.1033,153.525,958.5185,70.335
2446.52,145.585,1000.57,153.45,958.678,70.3
2446.3999,145.6605,1001.14,153.46,958.9,70.31
2446.3401,145.6857,1001.21,153.39,959.26,70.295
2445.52,145.64,1001.26,153.38,959.0,70.28
2445.8401,145.49,1000.508,153.22,958.02,70.2247
2445.8899,145.52,1001.62,153.35,958.4,70.25
2445.54,145.59,1001.75,153.3993,958.98,70.275
2445.4199,145.515,1001.25,153.27,958.48,70.27
2445.22,145.455,1001.04,153.2105,958.4,70.23
2445.1599,145.4099,1000.84,153.22,958.0523,70.225
2444.9399,145.379,1001.36,153.2114,958.72,70.215
2445.3601,145.39,1001.41,153.3,958.46,70.185
2445.4099,145.41,1000.99,153.29,958.46,70.205
2445.05,145.36,1000.83,153.27,958.79,70.215
2445.1001,145.3167,1000.33,153.14,958.8,70.1634
2444.99,145.3,1000.48,153.15,958.38,70.14
2445.03,145.29,1000.23,153.17,958.22,70.1347
2444.6599,145.34,1000.0317,153.1025,958.15,70.14
2444.48,145.27,999.16,153.01,958.23,70.11
2444.4299,145.26,998.91,153.03,957.91,70.1
2444.0,145.185,998.72,153.08,957.295,70.085
2444.25,145.0646,997.68,152.9231,955.75,70.0453
2444.25,145.11,998.2284,152.94,956.0,70.02
2444.47,145.14,997.3332,152.84,956.0487,70.025
2444.97,145.1754,997.24,152.86,955.0,70.06
2444.97,145.21,998.39,152.94,955.9889999999999,70.09
2444.78,145.2,999.0,152.98,956.14,70.09
2444.0601,145.15,998.69,153.015,956.0935,70.08
2444.03,145.04,998.5984,152.88,955.59,70.01
2443.97,145.09,998.53,152.858,956.0,70.0201
2443.8501,145.1647,998.78,152.9,955.74,70.015
2444.03,145.15,998.45,152.99,956.23,70.0052
2443.8799,145.1537,998.28,152.92,956.26,70.02
2443.8799,145.19,998.0736,152.9474,956.305,70.01
2444.0801,145.216,997.785,152.9,955.555,70.005
2444.72,145.245,998.68,152.95,955.5,70.025
2445.05,145.29,999.11,153.06,955.59,70.045
2444.8799,145.33,999.12,153.15,955.8939999999999,70.06
2445.0901,145.39,999.42,153.1999,956.5,70.0864
2445.3501,145.4175,999.81,153.16,956.5,70.09
2445.4099,145.48,999.71,153.15,956.81,70.11
2445.3799,145.48,1000.3989,153.21,957.61,70.1266
2445.53,145.53,1000.3771,153.205,957.34,70.14
2445.1299,145.52,1000.27,153.18,957.66,70.13
2445.22,145.535,999.9,153.12,957.16,70.105
2445.1101,145.56,1000.2808,153.1351,957.16,70.16
2445.01,145.54,1000.2762,153.13,957.0,70.135
2444.74,145.5468,1000.0,153.0523,956.6,70.13
2444.8501,145.5001,999.2265,153.07,956.69,70.125
2444.46,145.5,999.31,152.99,956.69,70.13
2444.4099,145.48,999.03,152.91,956.35,70.1
2443.8701,145.46,999.55,153.0,956.35,70.1054
2444.27,145.44,998.8129,153.0,955.905,70.09
2443.71,145.5153,999.5024,152.9708,956.2212,70.08
2443.8401,145.49,998.39,152.8973,956.0,70.05
2444.22,145.48,998.44,152.96,955.2601,70.07
2444.1699,145.5123,998.7066,152.99,955.9859,70.11
2444.0701,145.505,999.0,153.02,956.14,70.09
2444.1101,145.5154,999.17,153.04,956.23,70.085
2444.3899,145.47,998.8696,152.94,956.0,70.0801
2444.9399,145.52,999.1,153.03,955.9,70.11
2444.78,145.5635,999.54,153.14,956.07,70.14
2444.7,145.57,999.19,153.15,956.43,70.14
2444.4299,145.64,999.37,153.14,956.43,70.189
2444.79,145.64,999.31,153.17,956.35,70.18
2444.3,145.705,1000.209,153.21,956.95,70.24
2444.3601,145.69,999.69,153.13,956.17,70.21
2444.48,145.71,999.7035,153.13,956.51,70.23
2444.1001,145.69,999.38,153.14,956.73,70.24
2444.23,145.63,999.16,153.07,956.72,70.21
2444.04,145.62,999.1794,153.15,956.655,70.2036
2443.5801,145.575,999.18,153.12,956.51,70.16
2443.8999,145.51,998.45,153.03,956.26,70.12
2443.6899,145.6,998.975,153.09,956.765,70.16
2442.8799,145.62,999.05,153.14,956.55,70.145
2441.6101,145.42,997.5,152.94,955.52,70.0853
2441.6699,145.2,996.7,152.7008,954.78,70.01
2441.27,145.2,996.74,152.61,954.685,70.04
2441.52,145.1699,996.49,152.51,954.03,70.0
2441.6599,145.2401,997.0188,152.66,953.955,70.03
2441.4199,145.26,996.98,152.68,954.55,70.05
2440.8601,145.2758,996.67,152.71,954.37,70.04
2441.03,145.1792,996.31,152.6198,953.48,69.9934
2441.1499,145.21,995.55,152.6,953.6649,70.01
2441.49,145.26,995.47,152.63,953.21,70.05
2441.47,145.33,996.02,152.67,954.449,70.08
2441.5801,145.305,995.89,152.632,953.92,70.06
2442.02,145.31,995.61,152.6508,953.7129,70.08
2442.0601,145.3444,996.26,152.67,954.5,70.08
2441.9199,145.33,996.41,152.69,954.485,70.08
2441.6799,145.29,996.47,152.6565,953.98,70.08
2441.5701,145.28,995.95,152.61,953.98,70.0645
2441.72,145.28,995.7782,152.59,953.98,70.05
2441.9299,145.29,995.94,152.62,953.98,70.05
2441.97,145.33,996.31,152.7164,953.96,70.11
2442.1001,145.2808,996.605,152.67,953.96,70.09
2441.98,145.2206,996.15,152.59,953.75,70.05
2441.6599,145.21,995.747,152.5377,953.765,70.05
2441.27,145.22,995.21,152.51,953.9339,70.03
2441.3101,145.19,994.7,152.4536,953.025,70.04
2441.51,145.14,994.64,152.42,952.89,70.01
2441.3799,145.16,995.0,152.4564,953.66,70.046
2441.22,145.11,995.0,152.44,953.041,70.04
2441.49,145.059,994.25,152.41,953.09,70.025
2441.5,145.15,995.275,152.47,953.42,70.055
2442.27,145.215,995.47,152.5201,953.3389,70.07
2442.47,145.295,996.06,152.6,954.0594,70.09
2442.3899,145.295,996.37,152.61,953.925,70.13
2442.4399,145.27,996.29,152.55,953.66,70.1234
2443.6399,145.29,995.8739,152.51,953.69,70.14
2443.6599,145.39,996.5,152.61,953.92,70.22
2444.24,145.28,996.51,152.61,953.75,70.18
2444.74,145.28,996.28,152.62,953.75,70.21
2444.76,145.31,996.905,152.67,954.5717,70.21
2444.6101,145.32,997.19,152.69,954.8264,70.21
2444.6899,145.3197,997.33,152.67,954.63,70.165
2444.3501,145.29,997.48,152.66,954.63,70.2
2444.1299,145.2347,996.98,152.71,954.565,70.2
2444.26,145.18,997.34,152.69,954.63,70.2
2444.45,145.227,997.53,152.7399,955.02,70.225
2444.26,145.25,998.025,152.82,955.325,70.24
2444.3501,145.23,997.48,152.805,955.64,70.23
2444.22,145.22,997.6092,152.7992,955.25,70.23
2444.1799,145.21,997.85,152.79,955.25,70.2148
2444.4199,145.22,997.5402,152.7695,955.67,70.2106
2444.1101,145.2379,997.8689999999999,152.77,955.76,70.215
2443.99,145.2334,997.68,152.74,955.53,70.2
2444.03,145.18,997.53,152.74,955.58,70.21
2443.8701,145.2,997.5448,152.73,955.27,70.17
2443.96,145.185,997.6925,152.76,954.98,70.17
2443.8799,145.19,997.1921,152.76,955.04,70.19
2443.6399,145.18,997.17,152.74,955.04,70.185
2443.98,145.1555,997.08,152.7,954.535,70.165
2443.8799,145.2442,997.05,152.84,955.04,70.187
2444.3,145.2463,997.43,152.85,954.9,70.185
2444.99,145.2983,997.678,152.9372,955.12,70.205
2444.75,145.3795,997.7535,152.95,955.55,70.22
2444.28,145.33,997.34,152.86,955.81,70.195
2444.2,145.33,997.4324,152.8392,955.15,70.2
2443.3201,145.35,997.4324,152.83,955.15,70.205
2443.71,145.265,996.46,152.7839,954.66,70.17
2443.52,145.36,996.58,152.82,954.99,70.18
2443.8401,145.305,996.5359,152.761,954.82,70.16
2443.9299,145.3065,996.26,152.74,954.715,70.165
2443.45,145.3099,996.53,152.79,954.8679,70.165
2443.48,145.2801,996.1,152.74,954.3247,70.1265
2443.8101,145.29,996.0,152.75,954.56,70.14
2444.0601,145.33,996.4194,152.77,955.1456,70.17
2443.8601,145.32,996.56,152.81,954.7,70.16
2444.02,145.38,996.31,152.78,954.81,70.143
2443.8101,145.41,996.8505,152.81,954.32,70.135
2443.6899,145.41,996.345,152.74,954.0957,70.1
2443.48,145.4,996.8251,152.6991,954.08,70.06
2443.6101,145.38,996.69,152.67,954.09,70.04
2443.25,145.4,996.9,152.7299,954.4,70.06
2443.52,145.32,996.38,152.66,953.75,70.035
2443.6299,145.36,996.5,152.71,954.04,70.07
2443.5,145.36,996.72,152.72,954.14,70.07
2443.5601,145.32,996.6899,152.69,954.15,70.0599
2443.77,145.37,996.8,152.7358,954.4,70.07
2443.6101,145.39,996.79,152.75,954.15,70.0839
2443.6101,145.36,996.57,152.74,954.22,70.085
2443.27,145.37,996.855,152.77,954.41,70.1
2443.1399,145.36,996.58,152.75,954.11,70.1
2443.2,145.35,996.35,152.7,953.77,70.1
2443.3201,145.355,996.5,152.75,953.98,70.1152
2443.6201,145.39,996.73,152.78,953.97,70.12
2443.3201,145.44,997.32,152.8,954.2207,70.14
2443.46,145.42,997.03,152.8,953.95,70.09
2443.6899,145.45,997.44,152.8,954.3018,70.11
2443.51,145.48,997.635,152.795,954.55,70.12
2443.76,145.52,997.33,152.8,954.51,70.1
2444.28,145.54,997.21,152.79,954.51,70.09
2444.3799,145.5768,997.18,152.85,954.48,70.1075
2444.5601,145.64,997.37,152.85,954.48,70.11
2444.3501,145.62,997.7921,152.86,954.4868,70.125
2444.21,145.6232,998.03,152.85,954.55,70.15
2444.27,145.61,997.75,152.8707,954.55,70.165
2444.3799,145.69,997.94,152.9,954.64,70.18
2444.1201,145.65,997.74,152.9048,954.64,70.1873
2444.04,145.67,997.82,152.905,954.55,70.19
2444.0701,145.65,997.76,152.92,954.55,70.165
2443.8101,145.66899999999998,997.99,152.98,954.7,70.165
2443.8999,145.6008,997.96,152.97,954.81,70.165
2443.8201,145.6138,997.96,152.929,954.78,70.2
2443.6299,145.5847,997.92,152.92,954.7943,70.22
2443.6001,145.5837,997.8,152.92,955.08,70.1798
2443.1201,145.59,997.7,152.92,955.0,70.1601
2443.1599,145.56,997.2,152.84,954.6,70.1498
2442.8601,145.6,996.85,152.83,954.46,70.139
2442.6499,145.55,996.69,152.725,954.16,70.13
2442.8999,145.55,996.64,152.74,954.05,70.12
2442.99,145.63,997.2113,152.8,953.98,70.12
2443.0,145.7027,997.4,152.8301,953.98,70.12
2443.0,145.6899,997.02,152.82,953.98,70.135
2442.51,145.65,997.1896,152.8274,954.11,70.139
2442.3999,145.6,996.9361,152.74,953.96,70.1201
2442.22,145.5945,997.005,152.74,954.22,70.115
2441.73,145.63,997.16,152.73,954.055,70.12
2441.72,145.51,996.35,152.6665,953.52,70.0615
2441.3899,145.55,996.6196,152.62,953.07,70.06
2441.55,145.44,996.26,152.54,953.0,70.04
2441.6499,145.45,996.66,152.56,952.62,70.046
2442.3701,145.42,996.33,152.58,953.0,70.03
2442.02,145.48,996.66,152.65,952.83,70.07
2441.55,145.4344,996.66,152.63,953.5423,70.0657
2441.7,145.41,996.7,152.605,953.5,70.06
2441.24,145.42,996.46,152.58,953.5,70.06
2441.3899,145.33,996.14,152.589,953.3989999999999,70.04
2441.3401,145.33,996.85,152.59,953.56,70.05
2440.53,145.37,996.96,152.58,953.7015,70.065
2441.1499,145.33,996.425,152.515,952.9493,70.025
2440.45,145.32,996.68,152.53,953.06,70.04
2440.6299,145.245,995.68,152.484,952.25,69.985
2441.1599,145.2574,995.985,152.51,952.4529,69.995
2441.3,145.32,996.69,152.585,953.166,70.04
2441.25,145.3562,996.76,152.64,952.9762,70.04
2441.3799,145.35,996.79,152.6,952.9762,70.05
2441.05,145.39,996.58,152.63,953.5,70.08
2441.03,145.3443,996.31,152.57,953.25,70.04
2441.1399,145.3664,996.39,152.61,953.25,70.0646
2440.71,145.37,996.5699,152.64,953.28,70.07
2441.0601,145.37,996.36,152.63,952.95,70.06
2440.9199,145.395,996.44,152.694,952.95,70.105
2441.1699,145.37,996.7605,152.7,953.0,70.0966
2441.5,145.4,997.0458,152.765,953.55,70.12
2442.1201,145.43,997.3,152.815,953.4101,70.14
2442.3,145.51,997.76,152.86,953.8845,70.18
2442.21,145.5183,997.83,152.885,954.0,70.1999
2441.96,145.53,997.83,152.88,954.425,70.2
2441.8601,145.48,997.61,152.88,955.23,70.18
2441.78,145.52,997.68,152.88,955.27,70.2
2442.8799,145.53,998.0,152.8569,955.27,70.22
2442.8201,145.58,997.91,153.0,956.04,70.27
2442.73,145.61,997.55,152.9501,955.69,70.26
2442.6101,145.66,997.1,152.945,955.31,70.27
2443.02,145.67,997.095,152.9203,955.3233,70.255
2442.73,145.72,997.28,153.01,955.4232,70.2742
2442.8999,145.69,997.025,152.97,955.4232,70.255
2442.5,145.73,997.26,153.0,955.4232,70.2511
2441.6899,145.7,996.72,152.88,954.81,70.22
2441.5901,145.64,995.9001,152.8,954.36,70.19
2441.75,145.6347,996.16,152.83,954.7189999999999,70.2
2441.52,145.6399,995.99,152.805,954.25,70.2
2441.8,145.62,996.2779,152.829,954.15,70.17
2442.45,145.66,996.11,152.85,954.5397,70.19
2442.74,145.74,996.36,152.89,954.76,70.2
2443.45,145.8,996.2358,152.88,954.335,70.2
2443.1001,145.9,996.41,152.975,954.9,70.2421
2442.8799,145.9,996.12,152.8908,954.66,70.24
2442.75,145.85,995.91,152.8899,954.35,70.24
2442.5,145.8068,995.57,152.85,953.93,70.23
2442.49,145.81,995.27,152.82,953.96,70.23
2442.1001,145.83,995.65,152.84,953.74,70.205
2441.9299,145.76,995.44,152.79,953.65,70.1601
2441.9099,145.76,995.3149,152.77,953.45,70.16
2441.8701,145.75,995.3305,152.76,953.21,70.125
2440.5901,145.71,995.25,152.75,953.21,70.135
2440.77,145.57,994.56,152.55,952.5,70.065
2441.6399,145.54,995.4689999999999,152.6243,952.75,70.115
2441.71,145.55,995.71,152.69,953.48,70.135
2441.8899,145.53,995.59,152.7,953.355,70.135
2441.23,145.51,995.4697,152.6609,953.14,70.13
2440.96,145.52,994.7,152.63,952.48,70.135
2440.8601,145.46,994.45,152.62,952.47,70.15
2439.99,145.44,994.35,152.55,952.01,70.135
2440.3701,145.28,992.96,152.44,951.3510000000001,70.115
2439.96,145.32,993.9997,152.5622,952.63,70.13
2439.1201,145.21,993.4221,152.47,952.39,70.09
2439.8301,145.09,993.03,152.39,951.67,70.0155
2440.6299,145.2,993.27,152.5,952.51,70.01
2440.29,145.3155,994.17,152.67,953.25,70.035
2439.79,145.265,993.99,152.64,952.87,70.03
2440.1799,145.27,994.0,152.64,952.76,70.02
2439.9399,145.29,994.48,152.67,953.22,70.065
2439.03,145.2239,994.14,152.58,953.1832,70.04
2438.5,145.13,993.2,152.49,952.095,69.98
2438.0801,145.09,992.678,152.43,951.8480000000001,69.96
2437.3799,145.07,992.63,152.425,951.46,69.93
2437.1399,145.01,992.7547,152.3444,950.9959,69.935
2436.71,145.06,993.05,152.33,951.24,69.9111
2436.6299,145.06,992.48,152.26,950.5253,69.875
2437.6699,145.06,992.55,152.28,950.845,69.93
2437.73,145.08,993.31,152.3401,951.63,69.95
2437.8101,145.09,993.34,152.35,951.81,69.955
2437.48,145.1,993.36,152.43,952.25,69.945
2437.01,145.0801,993.74,152.42,951.62,69.96
2437.53,145.0355,993.2,152.34,950.79,69.93
2437.6799,145.1,993.06,152.4,951.72,69.98
2437.3301,145.115,993.6833,152.41,951.8,69.99
2437.5801,145.04,993.19,152.34,950.885,69.935
2437.1001,145.105,993.02,152.3,950.71,69.94
2437.1001,145.01,992.59,152.25,950.63,69.91
2439.8201,145.44,998.0,152.32,953.0,70.17
2440.1599,145.42,997.88,152.37,954.365,70.35
2439.8799,145.53,996.585,152.4,955.11,70.38
2439.51,145.62,996.42,152.62,954.78,70.36
2439.1699,145.26,995.7860000000001,152.38,954.79,70.2
2438.25,145.32,994.6,152.145,953.97,70.19
2437.8701,145.25,996.51,152.26,954.3915,70.095
2438.72,145.1,996.53,152.06,953.555,70.22
2439.04,145.22,996.9983,152.45,955.7,70.3
2439.04,145.22,996.38,152.52,955.62,70.24
2438.3899,145.08,996.38,152.6,956.57,70.35
2438.46,145.07,995.8076,152.57,955.6895,70.35
2438.02,145.02,995.75,152.53,955.23,70.31
2438.3201,144.815,994.72,152.3799,954.0,70.22
2438.1799,144.87,995.3079,152.54,955.0,70.25
2437.8201,145.01,995.66,152.55,954.95,70.32
2439.3401,144.84,995.385,152.42,954.16,70.26
2438.3701,145.06,996.095,152.56,955.26,70.33
2438.51,144.91,995.74,152.44,954.56,70.35
2438.7,144.82,995.66,152.45,955.09,70.35
2439.2,144.86,994.85,152.35,954.25,70.275
2438.77,144.9499,994.69,152.34,954.3,70.305
2438.3,144.8,993.94,152.12,952.96,70.22
2437.25,144.77,993.21,152.07,952.22,70.16
2437.22,144.63,992.7725,151.96,950.9753,70.11
2437.26,144.65,993.0,152.1,952.71,70.165
2437.25,144.6799,993.58,152.195,952.93,70.15
2437.46,144.659,993.6763,152.13,952.87,70.09
2437.6599,144.74,993.89,152.19,952.77,70.035
2437.0901,144.74,994.1,152.12,952.31,69.97
2438.4299,144.77,993.95,152.18,952.5025,69.98
2438.1201,144.865,994.98,152.3201,952.67,70.13
2438.3401,144.88,994.59,152.31,953.49,70.12
2438.45,144.99,995.52,152.51,953.7455,70.21
2437.9099,145.0,995.0,152.48,953.16,70.24
2438.21,145.01,993.675,152.63,952.97,70.24
2438.72,145.08,994.1981,152.54,952.55,70.24
2438.3101,145.12,993.57,152.6,952.23,70.25
2439.24,145.0632,994.2460000000001,152.56,952.34,70.23
2438.9299,145.15,995.02,152.7,952.63,70.315
2438.02,145.1091,994.805,152.67,952.96,70.2942
2437.78,145.1876,994.48,152.687,952.992,70.235
2438.53,145.22,993.51,152.59,952.25,70.18
2438.25,145.26,994.0,152.6868,953.191,70.17
2437.8701,145.25,994.4019999999999,152.68,953.191,70.16
2438.1201,145.16,994.83,152.66,952.81,70.12
2438.3701,145.14,994.59,152.61,952.35,70.16
2437.51,145.19,995.25,152.65,953.1,70.2
2437.53,145.12,994.75,152.59,951.66,70.17
2437.46,145.085,994.895,152.6,952.26,70.19
2437.8,145.055,995.2,152.66,952.4787,70.2
2438.03,145.04,995.17,152.67,952.5163,70.215
2438.52,145.025,995.09,152.7598,952.48,70.18
2438.5601,145.15,995.79,152.8,952.24,70.17
2438.76,145.1991,995.7457,152.865,952.97,70.17
2438.3401,145.1401,995.455,152.7702,952.72,70.18
2437.97,145.1799,995.1806,152.735,952.47,70.17
2438.46,145.14,995.45,152.71,952.5,70.16
2438.49,145.1257,995.615,152.664,952.62,70.19
2438.3601,145.16,995.31,152.659,952.98,70.205
2439.27,145.14,995.48,152.7,952.87,70.1625
2439.8899,145.239,995.497,152.679,953.19,70.13
2440.0,145.34,995.45,152.64,953.54,70.16
2439.8899,145.29,995.81,152.59,953.64,70.13
2439.74,145.24,995.6,152.54,953.745,70.15
2438.8301,145.27,995.65,152.6,954.19,70.13
2438.55,145.2,995.9699,152.51,953.59,70.13
2438.8899,145.26,995.89,152.51,953.32,70.11
2439.3401,145.28,996.05,152.56,953.45,70.1
2439.4299,145.39,996.78,152.63,954.21,70.17
2440.3,145.45,997.17,152.65,953.92,70.19
2441.6699,145.5,997.245,152.71,954.395,70.25
2441.8701,145.59,997.35,152.84,955.07,70.3
2441.73,145.71,998.09,152.96,956.1934,70.35
2441.6399,145.72,997.51,153.03,956.41,70.35
2441.1201,145.6999,997.43,153.06,955.88,70.345
2441.28,145.63,997.37,153.0,955.995,70.33
2441.02,145.69,997.453,153.04,956.08,70.345
2440.9399,145.72,997.71,153.065,955.9,70.35
2440.79,145.6872,997.21,153.0855,956.32,70.35
2441.54,145.6512,997.1927,153.0469,955.55,70.33
2441.1899,145.67,997.4,153.1,956.64,70.365
2440.79,145.63,997.28,153.08,956.02,70.3453
2440.76,145.64,996.84,153.09,956.42,70.36
2440.5701,145.63,996.2038,153.08,955.52,70.33
2440.04,145.66,996.07,153.11,955.825,70.32
2439.8301,145.56,995.7139999999999,153.0,955.29,70.28
2439.3501,145.52,995.67,153.0338,955.12,70.2884
2439.25,145.5128,995.53,153.01,955.0,70.29
2439.05,145.6229,995.3361,153.08,955.21,70.31
2437.96,145.58,995.15,153.07,955.556,70.33
2437.24,145.53,994.535,153.0394,955.24,70.31
2437.1201,145.51,994.2453,153.05,955.0,70.31
2436.7,145.53,993.9975,153.07,955.0,70.3365
2435.71,145.42,993.64,153.04,954.57,70.29
2436.05,145.281,993.04,153.03,953.2625,70.24
2436.1001,145.3501,993.71,153.0401,954.07,70.25
2435.6599,145.45,994.08,153.08,954.18,70.2643
2435.46,145.42,993.82,153.07,954.16,70.245
2435.72,145.35,993.99,153.064,954.66,70.26
2435.5801,145.35,994.155,153.13,954.585,70.28
2435.1599,145.41,994.29,153.1424,954.775,70.315
2434.74,145.37,994.13,153.07,954.44,70.28
2434.26,145.3,993.28,152.9302,953.82,70.25
2434.29,145.2368,993.78,152.9101,953.06,70.245
2433.6699,145.18,993.55,152.88,953.41,70.28
2433.53,145.2,993.3348,152.82,953.2,70.28
2433.6201,145.155,993.205,152.7668,952.67,70.2566
2433.23,145.2051,993.315,152.73,952.8610000000001,70.25
2433.6599,145.21,993.7272,152.7,952.85,70.275
2434.28,145.245,994.08,152.77,953.195,70.28
2434.8,145.28,993.81,152.8473,953.67,70.2757
2434.5901,145.4025,994.9204,153.04,955.24,70.3359
2434.5,145.39,994.51,152.985,954.12,70.315
2434.1299,145.41,994.3384,152.99,954.02,70.3338
2434.29,145.39,994.5,153.03,954.27,70.3
2434.4399,145.375,994.72,153.03,954.43,70.3
2434.4299,145.405,994.695,153.05,954.55,70.305
2434.9099,145.3993,994.72,153.0212,954.27,70.29
2434.8701,145.46,995.24,153.1111,954.58,70.335
2435.27,145.4354,995.25,153.11,954.53,70.34
2435.3101,145.4852,995.5643,153.1,954.69,70.37
